componentSlug,componentName,componentId,variant,variantNote,fieldName,fieldValue
audio-mix-groups-component,AudioMixGroupsComponent,RealityKit.AudioMixGroups,AssignSecondAudioSameGroup.usda,Two external audio files can route to the same mix group,MixGroup.gain,0
audio-mix-groups-component,AudioMixGroupsComponent,RealityKit.AudioMixGroups,AssignSecondAudioSameGroup.usda,Two external audio files can route to the same mix group,MixGroup.mute,0
audio-mix-groups-component,AudioMixGroupsComponent,RealityKit.AudioMixGroups,AssignSecondAudioSameGroup.usda,Two external audio files can route to the same mix group,MixGroup.speed,1
audio-mix-groups-component,AudioMixGroupsComponent,RealityKit.AudioMixGroups,AssignSecondAudioSameGroup.usda,Two external audio files can route to the same mix group,AudioFile.file,@../1bells.wav@ + @../MUI POP UP Bubbly.wav@
audio-mix-groups-component,AudioMixGroupsComponent,RealityKit.AudioMixGroups,AssignSecondAudioSameGroup.usda,Two external audio files can route to the same mix group,AudioFile.mixGroup,</Root/Cube/AudioMixGroups/MixGroup>
audio-mix-groups-component,AudioMixGroupsComponent,RealityKit.AudioMixGroups,CreateSecondGroupAndAssign.usda,Adds a second mix-group child and routes one audio file to each group,MixGroup.gain,0 + 0
audio-mix-groups-component,AudioMixGroupsComponent,RealityKit.AudioMixGroups,CreateSecondGroupAndAssign.usda,Adds a second mix-group child and routes one audio file to each group,MixGroup.mute,0 + 0
audio-mix-groups-component,AudioMixGroupsComponent,RealityKit.AudioMixGroups,CreateSecondGroupAndAssign.usda,Adds a second mix-group child and routes one audio file to each group,MixGroup.speed,1 + 1
audio-mix-groups-component,AudioMixGroupsComponent,RealityKit.AudioMixGroups,CreateSecondGroupAndAssign.usda,Adds a second mix-group child and routes one audio file to each group,AudioFile.file,@../1bells.wav@ + @../MUI POP UP Bubbly.wav@
audio-mix-groups-component,AudioMixGroupsComponent,RealityKit.AudioMixGroups,CreateSecondGroupAndAssign.usda,Adds a second mix-group child and routes one audio file to each group,AudioFile.mixGroup,</Root/Cube/AudioMixGroups/MixGroup> + </Root/Cube/AudioMixGroups/MixGroup_2>
audio-mix-groups-component,AudioMixGroupsComponent,RealityKit.AudioMixGroups,Gain.usda,"Group-level gain changes on the child mix-group prim, not on the component prim",MixGroup.gain,-15.505303
audio-mix-groups-component,AudioMixGroupsComponent,RealityKit.AudioMixGroups,Gain.usda,"Group-level gain changes on the child mix-group prim, not on the component prim",MixGroup.mute,0
audio-mix-groups-component,AudioMixGroupsComponent,RealityKit.AudioMixGroups,Gain.usda,"Group-level gain changes on the child mix-group prim, not on the component prim",MixGroup.speed,1
audio-mix-groups-component,AudioMixGroupsComponent,RealityKit.AudioMixGroups,Gain.usda,"Group-level gain changes on the child mix-group prim, not on the component prim",AudioFile.file,@../1bells.wav@
audio-mix-groups-component,AudioMixGroupsComponent,RealityKit.AudioMixGroups,Gain.usda,"Group-level gain changes on the child mix-group prim, not on the component prim",AudioFile.mixGroup,</Root/Cube/AudioMixGroups/MixGroup>
audio-mix-groups-component,AudioMixGroupsComponent,RealityKit.AudioMixGroups,Mute.usda,Mute is a group-level child-prim field,MixGroup.gain,0
audio-mix-groups-component,AudioMixGroupsComponent,RealityKit.AudioMixGroups,Mute.usda,Mute is a group-level child-prim field,MixGroup.mute,1
audio-mix-groups-component,AudioMixGroupsComponent,RealityKit.AudioMixGroups,Mute.usda,Mute is a group-level child-prim field,MixGroup.speed,1
audio-mix-groups-component,AudioMixGroupsComponent,RealityKit.AudioMixGroups,Mute.usda,Mute is a group-level child-prim field,AudioFile.file,@../1bells.wav@
audio-mix-groups-component,AudioMixGroupsComponent,RealityKit.AudioMixGroups,Mute.usda,Mute is a group-level child-prim field,AudioFile.mixGroup,</Root/Cube/AudioMixGroups/MixGroup>
audio-mix-groups-component,AudioMixGroupsComponent,RealityKit.AudioMixGroups,Speed.usda,Speed is a group-level child-prim field,MixGroup.gain,0
audio-mix-groups-component,AudioMixGroupsComponent,RealityKit.AudioMixGroups,Speed.usda,Speed is a group-level child-prim field,MixGroup.mute,0
audio-mix-groups-component,AudioMixGroupsComponent,RealityKit.AudioMixGroups,Speed.usda,Speed is a group-level child-prim field,MixGroup.speed,2.4326851
audio-mix-groups-component,AudioMixGroupsComponent,RealityKit.AudioMixGroups,Speed.usda,Speed is a group-level child-prim field,AudioFile.file,@../1bells.wav@
audio-mix-groups-component,AudioMixGroupsComponent,RealityKit.AudioMixGroups,Speed.usda,Speed is a group-level child-prim field,AudioFile.mixGroup,</Root/Cube/AudioMixGroups/MixGroup>
